Movie_Title,Movie_ID,ListOfCertificate
Class Action,101590,R
Dolores Claiborne,109642,R
Hoffa,104427,R
Quo Vadis,43949,
Renaissance Man,110971,PG-13
Across the Universe,445922,PG-13
In the Heat of the Night,61811,
The Sweetest Thing,253867,R
Arlington Road,137363,R
Ice Princess,396652,G
Lottery Ticket,979434,PG-13
Gorillas in the Mist,95243,PG-13
"Sex, Lies, and Videotape",98724,R
Thank You for Smoking,427944,R
The Man Without a Face,107501,PG-13
From Russia with Love,57076,"GP,PG"
Waking Ned Devine,166396,PG
Gifted,4481414,PG-13
Never Back Down,1023111,PG-13
Our Idiot Brother,1637706,R
Quiz Show,110932,PG-13
Season of the Witch,479997,PG-13
The Craft,115963,R
Fright Night,89175,R
Catch-22,65528,R
Kingpin,116778,"R,PG-13"
Invasion of the Body Snatchers,77745,PG
Thunderbolt and Lightfoot,72288,R
Some Like It Hot,53291,
The November Man,2402157,R
Enter the Dragon,70034,R
Fritz the Cat,68612,X
Logan's Run,74812,PG
Escape Room: Tournament of Champions,9844522,PG-13
The Hills Have Eyes,77681,R
Piranha 3D,464154,R
Nurse Betty,171580,R
Don't Tell Mom the Babysitter's Dead,101757,PG-13
Fallen,119099,R
Twisted,315297,R
Part of Me,2215719,PG
Escape from New York,82340,R
Irma la Douce,57187,
Alien Nation,94631,R
Black Widow,90738,R
Jersey Girl,300051,"R,PG-13"
The Transporter,293662,PG-13
Top Five,2784678,R
Heartburn,91188,R
Sweet November,230838,PG-13
The Woman in Red,88414,PG-13
The Great Race,59243,
Aliens in the Attic,775552,PG
Can't Hardly Wait,127723,PG-13
Boyhood,1065073,R
The Absent Minded Professor,54594,G
Tin Men,94155,R
Ex Machina,470752,R
The International,963178,R
The Fourth Kind,1220198,PG-13
Dark Water,382628,PG-13
Escape from L.A.,116225,R
My Father the Hero,110612,PG
Desperado,112851,R
The Outsiders,86066,"PG-13,PG"
Mon Pere Ce Heros,102465,
Dance Flick,1153706,PG-13
Nancy Drew,479500,PG
Agnes of God,88683,PG-13
Other People's Money,102609,R
Mr. Woodcock,419984,PG-13
You Again,1414382,PG
Crocodile Dundee in Los Angeles,231402,PG
The Last Dragon,89461,PG-13
From Dusk Till Dawn,116367,R
Only When I Laugh,82853,R
Down Periscope,116130,PG-13
21 & Over,1711425,R
That Thing You Do!,117887,PG
Betrayed,94731,R
Candyman,103919,R
The Lazarus Effect,2918436,PG-13
Æon Flux,402022,PG-13
Murder at 1600,119731,R
Shadowlands,108101,PG
Frida,120679,R
The Nanny Diaries,489237,PG-13
Cactus Flower,64117,M
"Yours, Mine and Ours",63829,
Innerspace,93260,PG
The Hard Way,102004,R
Leap Year,1216492,PG
Alex Cross,1712170,PG-13
Shutter,482599,PG-13
Private Lessons,82948,R
Dumb and Dumberer: When Harry Met Lloyd,329028,PG-13
The Cotton Club,87089,R
Wildcats,92214,R
A Walk Among the Tombstones,365907,R
Love the Coopers,2279339,PG-13
Sayonara,50933,
Protocol,87951,PG
I.Q.,110099,PG
Great Expectations,119223,R
Boogie Nights,118749,R
Ben-Hur,2638144,PG-13
House Party,99800,R
One for the Money,1598828,PG-13
Houseguest,110066,PG
Street Kings,421073,R
Run All Night,2199571,R
First Kid,116311,PG
Book of Shadows: Blair Witch 2,229260,R
Blast from the Past,124298,PG-13
Sinbad: Legend of the Seven Seas,165982,PG
The Born Losers,61420,PG
The Woman in Black 2: Angel of Death,2339741,PG-13
Basic,264395,R
El Cid,54847,
Bulworth,118798,R
Machete,985694,R
Harriet the Spy,116493,PG
The Forest,3387542,PG-13
An American Werewolf in Paris,118604,R
The Missing,338188,R
That's Entertainment!,72272,G
Paulie,125454,PG
Rush,1979320,R
Home Again,5719700,PG-13
The Women,430770,PG-13
Guarding Tess,109951,PG-13
The Big Hit,120609,R
Joe Dirt,245686,PG-13
The Story of Us,160916,R
The Musketeer,246544,PG-13
Cloud Atlas,1371111,R
Fast Times at Ridgemont High,83929,R
All Dogs Go to Heaven,96787,G
Baby Geniuses,118665,PG
The Jazz Singer,80948,PG
A Passage to India,87892,PG
Nobody,7888964,R
High Fidelity,146882,R
Brooklyn's Finest,1210042,R
Airplane II: The Sequel,83530,PG
No Escape,1781922,R
Dallas Buyers Club,790636,R
The Muppet Christmas Carol,104940,G
Midsommar,8772262,R
Sinister 2,2752772,R
The Edge,119051,R
Someone Like You,244970,PG-13
Brown Sugar,297037,PG-13
The Switch,889573,PG-13
Teachers,88242,R
Rings,498381,PG-13
Logan Lucky,5439796,PG-13
The Other Sister,123209,PG-13
Soul Man,91991,PG-13
Beastly,1152398,PG-13
The Majestic,268995,PG
Menace II Society,107554,R
Moonlight,4975722,R
Crank,479884,R
The Rescuers Down Under,100477,G
Out to Sea,119848,PG-13
Slap Shot,76723,R
The Hindenburg,73113,PG
Happy Death Day 2U,8155288,PG-13
Loaded Weapon 1,107659,PG-13
Grosse Pointe Blank,119229,R
Police Academy 4: Citizens on Patrol,93756,PG
That Darn Cat!,59793,G
Ernest Saves Christmas,95107,PG
"20,000 Leagues Under the Sea",46672,G
Cannonball Run II,87032,PG
Johnny English,274166,PG
The Ant Bully,429589,PG
Abduction,1600195,PG-13
The Prince and Me,337697,PG
Taxi Driver,75314,R
28 Weeks Later,463854,R
Doom,419706,R
After the Sunset,367479,PG-13
Fathers' Day,119109,PG-13
Starman,88172,PG
Defiance,1034303,R
Untraceable,880578,R
Ready or Not,7798634,R
Baby Boy,255819,R
Drop Zone,109676,R
The Last Starfighter,87597,PG
Molly's Game,4209788,R
Point Break,2058673,PG-13
Deceived,101694,PG-13
Capote,379725,R
Kick-Ass 2,1650554,R
Samson and Delilah,41838,
Zoolander 2,1608290,PG-13
Draft Day,2223990,PG-13
L.A. Story,102250,PG-13
In the Army Now,110123,PG
The Five-Year Engagement,1195478,R
"Girl, Interrupted",172493,R
One Direction: This Is Us,2515086,PG
The Guns of Navarone,54953,
The New Guy,241760,PG-13
James and the Giant Peach,116683,PG
The Watcher,204626,R
Chimpanzee,1222815,G
Spy Hard,117723,PG-13
The Insider,140352,R
Major Payne,110443,PG-13
A Walk in the Woods,1178665,R
Pacific Heights,100318,R
The Fog,432291,PG-13
A Low Down Dirty Shame,110399,R
Twilight Zone: The Movie,86491,PG
The Dream Team,97235,PG-13
Tora! Tora! Tora!,66473,G
Teen Titans GO! To the Movies,7424200,PG
The World According to Garp,84917,R
Never Cry Wolf,86005,PG
When the Bough Breaks,1389139,PG-13
Did You Hear About the Morgans?,1314228,PG-13
Wild Things,120890,R
The Hate U Give,5580266,PG-13
Harry and the Hendersons,93148,PG
Hostiles,5478478,R
Madeline,123987,PG
Mystery Men,132347,PG-13
A Nightmare on Elm Street 2: Freddy's Revenge,89686,R
Grudge Match,1661382,PG-13
Neighbors,82801,R
Green Card,99699,PG-13
Serpico,70666,R
White Christmas,47673,
Richard Pryor: Live in Concert,79807,
Spartacus,54331,PG-13
Airport '77,75648,PG
Rollerball,73631,R
Hollywood Homicide,329717,PG-13
"I, Tonya",5580036,R
Weekend at Bernie's,98627,PG-13
The Iron Lady,1007029,PG-13
Life,5442430,R
The Great Debaters,427309,PG-13
Assassins,112401,R
The Fighting Temptations,191133,PG-13
A Night at the Roxbury,120770,PG-13
The Banger Sisters,280460,R
Honey,322589,PG-13
Snatch,208092,R
Long Shot,2139881,R
Queen of the Damned,238546,R
The Mountain Between Us,2226597,PG-13
Underworld: Blood Wars,3717252,R
Halloween: Resurrection,220506,R
The Champ,78950,PG
Uncommon Valor,86508,R
From Here to Eternity,45793,
Sleepwalkers,105428,R
The Sitter,1366344,R
Sgt. Bilko,117608,PG
Get on Up,2473602,PG-13
Slender Man,5690360,PG-13
An American Werewolf in London,82010,R
Holmes & Watson,1255919,PG-13
Powder,114168,PG-13
Home Alone 3,119303,PG
Blank Check,109287,PG
The Texas Chain Saw Massacre,72271,R
Open Water,374102,R
Deliver Us from Evil,814075,
Deliver Us from Evil,2377322,R
Paper Moon,70510,PG
Dune,87182,PG-13
Joyful Noise,1710396,PG-13
Get Rich or Die Tryin',430308,R
Nuts,93660,R
Collateral Beauty,4682786,PG-13
Morning Glory,1126618,PG-13
Calendar Girls,337909,PG-13
Conan the Destroyer,87078,PG
The Pirates! Band of Misfits,1430626,PG
Air America,99005,R
Picture Perfect,119896,PG-13
High Anxiety,76141,PG
Random Hearts,156934,R
Camelot,61439,G
Crimson Peak,2554274,R
True Grit,65126,"M,G"
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,59797,"PG,G"
Gods of Egypt,2404233,PG-13
Charlie St. Cloud,1438254,PG-13
A Perfect World,107808,PG-13
The Mortal Instruments: City of Bones,1538403,PG-13
The Secret Garden,108071,G
The Debt,1226753,R
Johnson Family Vacation,359517,PG-13
Endless Love,82329,R
How High,278488,R
The Core,298814,PG-13
From Hell,120681,R
For Richer or Poorer,119142,PG-13
House at the End of the Street,1582507,PG-13
Can't Buy Me Love,92718,PG-13
History of the World: Part I,82517,R
August Rush,426931,PG
The Soloist,821642,PG-13
Paint Your Wagon,64782,"M,PG-13"
The Wedding Date,372532,PG-13
Nobody's Fool,8097306,R
Transporter 3,1129442,PG-13
Quarantine,1082868,R
1941,78723,PG
9,472033,PG-13
The Bear,95800,PG
The Outlaw Josey Wales,75029,PG
Push,465580,PG-13
Lake Placid,139414,R
Milk,1013753,R
Extremely Loud & Incredibly Close,477302,PG-13
Children of a Lesser God,90830,R
Cop & ½,106613,PG
Patriots Day,4572514,R
Dressed to Kill,80661,R
Bob & Carol & Ted & Alice,64100,R
Leaving Las Vegas,113627,R
Lean on Me,97722,PG-13
Murder by Numbers,264935,R
The Lost Boys,93437,R
"Definitely, Maybe",832266,PG-13
Anacondas: The Hunt for the Blood Orchid,366174,PG-13
Kevin Hart: Let Me Explain,2609912,R
The Age of Innocence,106226,PG
The Love Guru,811138,PG-13
Nothing in Common,91653,PG
Entourage,1674771,R
500 Days of Summer,1022603,PG-13
Black Sheep,115697,PG-13
Love & Other Drugs,758752,R
Nightcrawler,2872718,R
Rumble in the Bronx,113326,R
Bride of Chucky,144120,R
The Sandlot,108037,PG
The Men Who Stare at Goats,1234548,R
Mother's Day,4824302,PG-13
October Sky,132477,PG
Jungle Fever,102175,R
Paranormal Activity: The Marked Ones,2473682,R
Almost Famous,181875,R
Bend It Like Beckham,286499,PG-13
Unfriended,3713166,R
Hard Target,107076,"R,NC-17"
Darkness Falls,282209,PG-13
The Pianist,253474,R
Blade Runner,83658,R
Just Friends,433400,PG-13
Proof of Life,228750,R
The Accidental Tourist,94606,PG
Mercury Rising,120749,R
In Her Shoes,388125,PG-13
*batteries not included,92494,PG
Friday the 13th: The Final Chapter,87298,R
Friday After Next,293815,R
TRON,84827,PG
Daylight,116040,PG-13
Dracula 2000,219653,R
The Rite,1161864,PG-13
Matilda,117008,PG
Arthur,1334512,PG-13
The Second Best Exotic Marigold Hotel,2555736,PG
Zodiac,443706,R
Teen Wolf,90142,PG
Striptease,117765,R
Forget Paris,113097,PG-13
Breach,401997,PG-13
Silverado,90022,PG-13
Grand Canyon,101969,R
Amélie,211915,R
Child's Play,94862,R
Mr. Bean's Holiday,453451,G
Woman in Gold,2404425,PG-13
The Informant!,1130080,R
See Spot Run,250720,PG
The Long Kiss Goodnight,116908,R
Planet of the Apes,63442,G
Monster Trucks,3095734,PG
Blue Jasmine,2334873,PG-13
Halloween II,1311067,R
Carrie,74285,R
Curly Sue,101635,PG
Geostorm,1981128,PG-13
Porky's II: The Next Day,86129,R
Dreamcatcher,285531,R
Wind River,5362988,R
Where the Heart Is,198021,PG-13
Stuck on You,338466,PG-13
All About Steve,881891,PG-13
Nice Dreams,82163,R
The Pink Panther Strikes Again,75066,PG
Closer,376541,R
The Relic,120004,R
Mickey Blue Eyes,130121,PG-13
Darkman,99365,R
"Everything, Everything",5001718,PG-13
King Ralph,102216,PG
Death Wish,1137450,R
The DUFF,1666801,PG-13
Snakes on a Plane,417148,R
The Truth About Cats & Dogs,117979,PG-13
Instinct,128278,R
The Best Man,168501,R
My Dog Skip,156812,PG
The Reader,976051,R
The Hunted,269347,R
The 6th Day,216216,PG-13
Tommy,73812,PG
Alexander,346491,R
Mississippi Burning,95647,R
This Is Where I Leave You,1371150,R
Babel,449467,R
Addicted to Love,118556,R
Hostage,340163,R
Licence to Kill,97742,PG-13
Cradle 2 the Grave,306685,R
Judge Dredd,113492,R
The Killing Fields,87553,R
The Other Side of the Mountain,73496,PG
Take the Lead,446046,PG-13
Dangerous Liaisons,94947,R
A Thin Line Between Love and Hate,117891,R
Psycho II,86154,R
White Fang,103247,PG
The Bible: In the Beginning...,60164,G
Freddy's Dead: The Final Nightmare,101917,R
Mom and Dad,40603,R
The 5th Wave,2304933,PG-13
Good Luck Chuck,452625,R
Places in the Heart,87921,PG
Excalibur,82348,"R,PG"
Ghoulies,89200,PG-13
Red Heat,95963,R
Aloha Bobby and Rose,73941,PG
Faces of Death,77533,
Midnight Express,77928,R
The Skulls,192614,PG-13
50/50,1306980,R
Good Deeds,1885265,PG-13
A Very Harold & Kumar Christmas,1268799,R
A Goofy Movie,113198,G
Green Zone,947810,R
Money Train,113845,R
Intolerable Cruelty,138524,PG-13
The Boy Next Door,3181822,R
The Messengers,425430,PG-13
Live and Let Die,70328,PG
The Watch,1298649,R
The Gauntlet,76070,R
Peppermint,6850820,R
Ad Astra,2935510,PG-13
The Hustle,1298644,PG-13
The Intruder,6722030,PG-13
The Ringer,267891,PG-13
Mermaids,100140,PG-13
The American,1440728,R
No Way Out,93640,R
Dirty Grandpa,1860213,R
Selena,120094,PG
Children of Men,206634,R
Larry Crowne,1583420,PG-13
Summer School,94072,PG-13
The Indian in the Cupboard,113419,PG
Jeepers Creepers 2,301470,R
Sharky's Machine,83064,R
Silkwood,86312,R
Smokin' Aces,475394,R
Robin Hood: Men in Tights,107977,PG-13
Changeling,824747,R
Shine,117631,PG-13
Last Tango in Paris,70849,"X,NC-17"
Trouble with the Curve,2083383,PG-13
The Mothman Prophecies,265349,PG-13
National Security,271668,PG-13
Mad Max Beyond Thunderdome,89530,PG-13
Silent Movie,75222,PG
The 15:17 to Paris,6802308,PG-13
Richard Pryor: Live on the Sunset Strip,84597,R
American Assassin,1961175,R
The Sentinel,443632,PG-13
The Nice Guys,3799694,R
Sliver,108162,R
Death Race,452608,R
Universal Soldier,105698,R
The Commuter,1590193,PG-13
Accepted,384793,PG-13
The Thin Red Line,120863,R
Vegas Vacation,120434,PG
Sucker Punch,978764,"R,PG-13"
Beauty Shop,388500,"R,PG-13"
All of Me,86873,"PG-13,PG"
Soapdish,102951,PG-13
Million Dollar Arm,1647668,PG
"To Wong Foo, Thanks for Everything! Julie Newmar",114682,PG-13
Freedom Writers,463998,PG-13
Son in Law,108186,PG-13
Tarzan the Ape Man,83170,
The 'Burbs,96734,PG
Taxi,316732,PG-13
8MM,134273,R
Gung Ho,91159,PG-13
Vampires Suck,1666186,PG-13
Friday the 13th Part III,83972,R
Colombiana,1657507,PG-13
Recess: School's Out,265632,G
Alive,106246,R
The Family That Preys,1142798,PG-13
Fight Club,137523,R
Sphere,120184,PG-13
Keeping the Faith,171433,PG-13
30 Minutes or Less,1622547,R
Brubaker,80474,R
The Guilt Trip,1694020,PG-13
28 Days,191754,PG-13
Crossroads,275022,PG-13
Semi-Tough,78227,R
Jumping the Broom,1640484,PG-13
Lawless,1212450,R
The Roommate,1265990,PG-13
The Change-Up,1488555,R
J. Edgar,1616195,R
Paul,1092026,R
The Longest Ride,2726560,PG-13
The Wild,405469,G
Man of the Year,483726,PG-13
The Back-up Plan,1212436,PG-13
Raising Helen,350028,PG-13
Invictus,1057500,PG-13
The Money Pit,91541,PG
Good Boy,326900,PG
In Time,1637688,PG-13
Out of Sight,120780,R
Abraham Lincoln: Vampire Hunter,1611224,R
Tom Jones,57590,
First Knight,113071,PG-13
"Big Mommas: Like Father, Like Son",1464174,PG-13
The Dead Pool,94963,R
Jeepers Creepers,263488,R
The Brothers Grimm,355295,PG-13
First Sunday,486578,PG-13
40 Days and 40 Nights,243736,R
Seven Years in Tibet,120102,PG-13
Postcards from the Edge,100395,R
Urban Legend,146336,R
Earth,393597,G
Dead Again,101669,R
Bill & Ted's Bogus Journey,101452,PG
Jigsaw,3348730,R
Harold & Kumar Escape from Guantanamo Bay,481536,R
Showtime,284490,PG-13
The Doctor,101746,PG-13
Spaceballs,94012,PG
Richie Rich,110989,PG
Ninja Assassin,1186367,R
10 Things I Hate About You,147800,PG-13
The Running Man,93894,R
Treasure Planet,133240,PG
Scream 4,1262416,R
The Original Kings of Comedy,236388,R
Mighty Morphin Power Rangers: The Movie,113820,PG
Undercover Brother,279493,PG-13
Herbie Rides Again,71607,G
The In-Laws,79336,PG
Higher Learning,113305,R
Not Another Teen Movie,277371,R
Meet the Spartans,1073498,PG-13
Brooklyn,2381111,PG-13
Happy Gilmore,116483,PG-13
Stardust,486655,PG-13
Breakin',86998,PG
About Last Night,90583,R
The Paper,110771,R
Brewster's Millions,88850,PG
Little Shop of Horrors,91419,PG-13
Romeo and Juliet,63518,"PG,G"
French Kiss,113117,PG-13
Hot Shots! Part Deux,107144,PG-13
Earth to Echo,2183034,PG
The Sisterhood of the Traveling Pants,403508,PG
The Karate Kid Part III,97647,PG
Primary Colors,119942,R
Crawl,8364368,R
The Longest Day,56197,G
Fracture,488120,R
Something Borrowed,491152,PG-13
The Sword and the Sorcerer,84749,R
The Crazies,455407,R
King Arthur: Legend of the Sword,1972591,PG-13
The Adventures of Sharkboy and Lavagirl 3-D,424774,PG
The Grudge 2,433386,PG-13
What's Love Got to Do with It,108551,R
Pitch Black,134847,R
Annie Hall,75686,PG
Three Amigos!,92086,PG
Lakeview Terrace,947802,PG-13
Second Act,2126357,PG-13
Anna and the King,166485,PG-13
Friday the 13th,80761,R
Epic Movie,799949,PG-13
Hitman,465494,R
Caddyshack,80487,R
The Beach,163978,R
The Ladykillers,335245,R
The Illusionist,443543,PG-13
Super Speedway,120245,
I Still Know What You Did Last Summer,130018,R
Roxanne,93886,PG
Enough,278435,PG-13
A Haunted House,2243537,R
The Faculty,133751,R
You Got Served,365957,PG-13
Righteous Kill,1034331,R
Funny Lady,73026,PG
Man of the House,113755,PG
Hannah and Her Sisters,91167,PG-13
Pete's Dragon,76538,G
Collateral Damage,233469,R
Resident Evil,120804,R
Allied,3640424,R
The Wild Thornberrys,282120,PG
Big Business,94739,PG
Catwoman,327554,PG-13
Stranger Than Fiction,420223,PG-13
Legion,1038686,R
2010: The Year We Make Contact,86837,PG
The Piano,107822,R
Bridget Jones: The Edge of Reason,317198,R
Yentl,86619,PG
There Will Be Blood,469494,R
Hardball,180734,"R,PG-13"
Breakthrough,7083526,PG
Absence of Malice,81974,PG
The Star,4587656,PG
Revenge of the Nerds,88000,R
"Love, Simon",5164432,PG-13
Pee-wee's Big Adventure,89791,PG
Falling Down,106856,R
House on Haunted Hill,185371,R
Rocky V,100507,PG-13
Out of Time,313443,"R,PG-13"
Windtalkers,245562,R
John Tucker Must Die,455967,PG-13
The Siege,133952,R
Poltergeist II: The Other Side,91778,PG-13
The Ides of March,1124035,R
Money Monster,2241351,R
End of Watch,1855199,R
The Last Exorcism,1320244,PG-13
Money Talks,119695,R
Orange County,273923,PG-13
What to Expect When You're Expecting,1586265,PG-13
Clash of the Titans,82186,PG
Private Parts,119951,R
A Walk to Remember,281358,PG
The Peacemaker,119874,R
The Mirror Has Two Faces,117057,PG-13
Valerian and the City of a Thousand Planets,2239822,PG-13
Homeward Bound: The Incredible Journey,107131,G
Exorcist: The Beginning,204313,R
Nights in Rodanthe,956038,PG-13
Thir13en Ghosts,245674,R
The Return of the Pink Panther,72081,G
Remake,334226,
The Fisher King,101889,R
Donnie Brasco,119008,R
A Dog's Way Home,7616798,PG
Dolphin Tale 2,2978462,PG
Around the World in 80 Days,48960,G
Meet the Browns,1047494,PG-13
Spanglish,371246,PG-13
Dirty Rotten Scoundrels,95031,PG
Riddick,1411250,R
Fever Pitch,332047,PG-13
Planet 51,762125,PG
Drag Me to Hell,1127180,PG-13
The Cabin in the Woods,1259521,R
Bullitt,62765,M/PG
Blue Thunder,85255,R
Birdman or (The Unexpected Virtue of Ignorance),2562232,R
White Nights,90319,PG-13
Lady in the Water,452637,PG-13
Resident Evil: Retribution,1855325,R
The Bad News Bears,74174,PG
Cabaret,68327,PG
Gulliver's Travels,1320261,PG
The Big Sick,5462602,R
The Main Event,79510,PG
Rumor Has It...,398375,PG-13
Snitch,882977,PG-13
The Devil's Own,118972,R
Escape from Alcatraz,79116,PG
Regarding Henry,102768,PG-13
Wag the Dog,120885,R
Meatballs,79540,PG
War Dogs,2005151,R
The Night Before,3530002,R
John Wick,2911666,R
Reign of Fire,253556,PG-13
You Only Live Twice,62512,"GP,PG"
Transporter 2,388482,"R,PG-13"
No Reservations,481141,PG
A Million Ways to Die in the West,2557490,R
Point Break,102685,R
Sense and Sensibility,114388,PG
Biloxi Blues,94746,PG-13
Sherlock Gnomes,2296777,PG
Star Trek: Nemesis,253754,PG-13
K-9,97637,PG-13
Year One,1045778,"R,PG-13"
Always,96794,PG
Drop Dead Fred,101775,PG-13
Edge of Darkness,1226273,R
Everest,2719848,PG-13
Soul Surfer,1596346,PG
A River Runs Through It,105265,PG
Prom Night,926129,PG-13
The One,267804,PG-13
Love at First Bite,79489,PG
Speed Racer,811080,PG
Must Love Dogs,417001,PG-13
The Shining,81505,R
The Last Emperor,93389,PG-13
Seems Like Old Times,81480,PG
Passenger 57,105104,R
The Beverly Hillbillies,106400,PG
Hereditary,7784604,R
Young Guns II,100994,PG-13
The Sisterhood of the Traveling Pants 2,1018785,PG-13
St. Vincent,2170593,PG-13
Amistad,118607,R
Up in Smoke,78446,R
Confessions of a Shopaholic,1093908,PG
47 Meters Down,2932536,PG-13
The Jungle Book,110213,PG
The Three Stooges,383010,PG
Valley of the Dolls,62430,"GP,PG-13"
Instructions Not Included,2378281,PG-13
Nothing to Lose,119807,R
The Negotiator,120768,R
The Odd Couple,63374,G
Napoleon Dynamite,374900,PG
Spotlight,1895587,R
Meet Joe Black,119643,PG-13
Lost in Translation,335266,R
"McFarland, USA",2097298,PG
The Good Son,107034,R
Going in Style,2568862,PG-13
Hall Pass,480687,R
Smurfs: The Lost Village,2398241,PG
The Giver,435651,PG-13
28 Days Later...,289043,R
Here Comes the Boom,1648179,PG
Zoolander,196229,"R,PG-13"
Wonder Park,6428676,PG
Bean,118689,PG-13
Domestic Disturbance,249478,"R,PG-13"
The Dirty Dozen,61578,
Thelma & Louise,103074,R
12 Strong,1413492,R
The Man from U.N.C.L.E.,1638355,PG-13
Ma,7958736,R
"O Brother, Where Art Thou?",190590,PG-13
The Life and Times of Grizzly Adams,74797,G
Moonrise Kingdom,1748122,PG-13
Medicine Man,104839,PG-13
The Great Wall,2034800,PG-13
Jaws 3-D,85750,PG
The Tigger Movie,220099,G
Scarface,86250,R
College Road Trip,997047,G
RoboCop 2,100502,R
Manhattan,79522,R
D2: The Mighty Ducks,109520,PG
Young Guns,96487,R
Five Feet Apart,6472976,PG-13
Saw: The Final Chapter,1477076,R
Full Metal Jacket,93058,R
Wonder Woman 1984,7126948,PG-13
Breaking In,7137846,PG-13
Arthur Christmas,1430607,PG
The Legend of Zorro,386140,PG
The Best Exotic Marigold Hotel,1412386,PG-13
How the West Was Won,56085,G
Goosebumps 2: Haunted Halloween,5664636,PG
The Brady Bunch Movie,112572,PG-13
Phone Booth,183649,R
Practical Magic,120791,PG-13
Colors,94894,R
The Rocketeer,102803,PG
"Dude, Where's My Car?",242423,PG-13
The Distinguished Gentleman,104114,R
Boogeyman,357507,PG-13
Firefox,83943,PG
Goodfellas,99685,R
Sicario,3397884,R
The Spy Who Loved Me,76752,PG
The River Wild,110997,PG-13
Red Sparrow,2873282,R
Silent Hill,384537,R
How to Be Single,1292566,R
"See No Evil, Hear No Evil",98282,R
Final Destination 2,309593,R
Halloween,77651,R
Killers,1103153,PG-13
Shooter,822854,R
Dan in Real Life,480242,PG-13
Jersey Boys,1742044,R
Into the Storm,2106361,PG-13
New Jack City,102526,R
Manchester by the Sea,4034228,R
Demon Slayer: Mugen Train,11032374,R
Alien: Resurrection,118583,R
The Rundown,327850,PG-13
The Skeleton Key,397101,"R,PG-13"
Jeremiah Johnson,68762,GP
Big Fat Liar,265298,PG
Vice,6266538,R
Premonition,477071,PG-13
When a Stranger Calls,455857,PG-13
The Natural,87781,PG
Single White Female,105414,R
The Jungle Book 2,283426,G
Agent Cody Banks,313911,PG
Nim's Island,410377,PG
Secret Window,363988,PG-13
Kick-Ass,1250777,R
Sinister,1922777,R
Tightrope,88272,R
Kubo and the Two Strings,4302938,PG
The Land Before Time,95489,G
The Preacher's Wife,117372,PG
G.I. Jane,119173,R
Fat Albert,396592,PG
Malcolm X,104797,PG-13
Mask,89560,PG-13
Just Like Heaven,425123,PG-13
Wayne's World 2,108525,PG-13
Cobra,90859,R
Michael Clayton,465538,R
The House Bunny,852713,PG-13
Sleepers,117665,R
The Possession,431021,PG-13
Bugsy,101516,R
This Christmas,937375,PG-13
My Sister's Keeper,1078588,PG-13
Homeward Bound II: Lost in San Francisco,116552,G
BlacKkKlansman,7349662,R
Volcano,120461,PG-13
National Lampoon's European Vacation,89670,PG-13
A Nightmare on Elm Street 4: The Dream Master,95742,R
Shampoo,73692,R
Runaway Jury,313542,PG-13
Land of the Lost,457400,"R,PG-13"
"Planes, Trains & Automobiles",93748,R
Old Dogs,976238,PG
Australia,455824,PG-13
Racing Stripes,376105,PG
Popeye,81353,PG
Are We Done Yet?,422774,PG
Pain & Gain,1980209,R
Major League,97815,R
Dog Day Afternoon,72890,R
Legal Eagles,91396,PG
Mystery of the Nile,444673,
Red Tails,485985,PG-13
Woodstock,66580,R
A Walk in the Clouds,114887,PG-13
Absolute Power,118548,R
Last Action Hero,107362,PG-13
When a Man Loves a Woman,111693,R
Jack Ryan: Shadow Recruit,1205537,PG-13
Fletch,89155,PG
Diary of a Mad Black Woman,422093,PG-13
Mighty Joe Young,120751,PG
Resident Evil: Extinction,432021,R
The Crow,109506,R
The Dark Tower,1648190,PG-13
The Mighty Ducks,104868,PG
The Net,113957,PG-13
Syriana,365737,R
The Hurricane,174856,R
A Bridge Too Far,75784,PG
Ouija,1204977,PG-13
The Boxtrolls,787474,PG
The Tale of Despereaux,420238,G
Bull Durham,94812,R
The Road to El Dorado,138749,PG
Apocalypto,472043,R
Atonement,783233,R
Something to Talk About,114496,R
Jai Lava Kusa,6861726,
The Predator,3829266,R
Goldfinger,58150,"GP,PG"
Hide and Seek,382077,R
The Hitchhiker's Guide to the Galaxy,371724,PG
Naked Gun 33 1/3: The Final Insult,110622,PG-13
Up Close & Personal,118055,PG-13
Muppets Most Wanted,2281587,PG
Exit Wounds,242445,R
Lion,3741834,PG-13
I Can Do Bad All by Myself,1385912,PG-13
Ghost Rider: Spirit of Vengeance,1071875,PG-13
The Little Rascals,110366,PG
The Living Daylights,93428,PG
Footloose,1068242,PG-13
The Odd Life of Timothy Green,1462769,PG
King Arthur,349683,PG-13
The Call,1911644,R
Underworld,320691,R
Amadeus,86879,"R,PG"
Funny People,1201167,R
Temptation: Confessions of a Marriage Counselor,2070862,PG-13
"South Park: Bigger, Longer & Uncut",158983,R
Predators,1424381,R
The Forbidden Kingdom,865556,PG-13
Selma,1020072,PG-13
Identity,309698,R
Awakenings,99077,PG-13
Insidious: Chapter 3,3195644,PG-13
Star Trek V: The Final Frontier,98382,PG
Stand by Me,92005,R
Blade: Trinity,359013,R
Radio,316465,PG
The Color of Money,90863,R
The Lake House,410297,PG
A Madea Christmas,2609758,PG-13
The Royal Tenenbaums,265666,R
Wall Street: Money Never Sleeps,1027718,PG-13
