Movie_Title,Time
Kong: Skull Island,118
Quantum of Solace,106
Bridesmaids,125
Hidden Figures,127
Hotel Transylvania 2,89
Chicago,113
The Lego Batman Movie,104
A Beautiful Mind,135
Us,116
Get Out,104
The Bourne Supremacy,108
There&apos;s Something About Mary,119
The Karate Kid,140
How to Train Your Dragon 2,102
Rise of the Planet of the Apes,105
Captain America: The First Avenger,124
Tootsie,116
Night at the Museum: Battle of the Smithsonian,105
Home,94
Hitch,118
Top Gun,110
Men in Black 3,106
Indiana Jones and the Temple of Doom,118
X-Men Origins: Wolverine,107
Planet of the Apes,119
Pretty Woman,119
Mission: Impossible,110
Jurassic Park III,92
Liar Liar,86
Thor,115
Lincoln,150
The Perfect Storm,130
What Women Want,127
The Polar Express,100
Wreck-It Ralph,101
Men in Black II,88
Cars 2,106
Twilight,122
Teenage Mutant Ninja Turtles,101
22 Jump Street,112
Madagascar,86
Mission: Impossible - Rogue Nation,131
Ice Age: The Meltdown,91
Ice Age: Dawn of the Dinosaurs,94
Indiana Jones and the Last Crusade,127
Pearl Harbor,183
Gone with the Wind,238
Spider-Man: Into the Spider-Verse,117
Superman Returns,154
Spectre,148
Tangled,100
Armageddon,151
Cinderella,105
Ralph Breaks the Internet,112
Godzilla,123
The Mummy Returns,130
The Amazing Spider-Man 2,142
World War Z,116
Terminator 2: Judgment Day,137
Austin Powers: The Spy Who Shagged Me,95
Thor: The Dark World,112
Ratatouille,111
Bad Boys for Life,124
Charlie and the Chocolate Factory,115
Mission: Impossible II,123
Kung Fu Panda,92
Saving Private Ryan,169
Ant-Man and the Wasp,118
Alvin and the Chipmunks,92
How to Train Your Dragon,98
Ghost,127
Bohemian Rhapsody,134
The Da Vinci Code,149
King Kong,187
Beauty and the Beast,84
Mrs. Doubtfire,125
National Treasure: Book of Secrets,124
Alvin and the Chipmunks: The Squeakquel,88
WALL·E,98
Big Hero 6,102
Rush Hour 2,90
The Fate of the Furious,136
Logan,137
Mission: Impossible - Fallout,147
Signs,106
Hancock,92
Star Trek Into Darkness,132
The Martian,144
The Bourne Ultimatum,115
Doctor Strange,115
Justice League,120
The Lost World: Jurassic Park,129
Cast Away,143
X-Men: Days of Future Past,132
Harry Potter and the Prisoner of Azkaban,142
Moana,107
Batman,126
Night at the Museum,108
Men in Black,98
The Hobbit: The Battle of the Five Armies,144
The Blind Side,129
The Lego Movie,100
The Hobbit: The Desolation of Smaug,161
Captain America: The Winter Soldier,136
Jaws,124
The Amazing Spider-Man,136
How the Grinch Stole Christmas,104
The Incredibles,115
Harry Potter and the Chamber of Secrets,161
Monsters University,104
Shrek,90
Sing,108
The Grinch,85
Gravity,91
Meet the Fockers,115
The Matrix Reloaded,138
Home Alone,103
"Monsters, Inc.",92
Independence Day,145
The Hunger Games: Mockingjay - Part 2,137
Star Wars: Episode VI - Return of the Jedi,131
Star Wars: Episode II - Attack of the Clones,142
Iron Man 2,124
Pirates of the Caribbean: At World&apos;s End,169
Indiana Jones and the Kingdom of the Crystal Skull,122
The Lord of the Rings: The Fellowship of the Ring,178
Jumanji: The Next Level,123
Harry Potter and the Sorcerer&apos;s Stone,152
Thor: Ragnarok,130
Iron Man,126
The Twilight Saga: Breaking Dawn - Part 1,117
Transformers,144
Shrek the Third,93
Star Wars,121
Suicide Squad,123
Forrest Gump,142
Batman v Superman: Dawn of Justice,152
Guardians of the Galaxy,121
Alice in Wonderland,108
Spider-Man: Homecoming,133
Aquaman,143
Spider-Man 3,139
Deadpool 2,119
Joker,122
Minions,91
The Hunger Games: Mockingjay - Part 1,123
Zootopia,108
The Lord of the Rings: The Two Towers,179
American Sniper,133
Transformers: Dark of the Moon,154
Aladdin,128
Fast &amp; Furious 7,137
Jumanji: Welcome to the Jungle,119
Spider-Man,121
Inside Out,95
The Hunger Games,142
Captain America: Civil War,147
Wonder Woman,141
Toy Story 3,103
Iron Man Three,130
The Lion King,88
Pirates of the Caribbean: Dead Man&apos;s Chest,151
Jurassic World: Fallen Kingdom,128
The Hunger Games: Catching Fire,146
Toy Story 4,100
E.T. the Extra-Terrestrial,115
Captain Marvel,123
Avengers: Infinity War,149
Black Panther,134
Avengers: Endgame,181
Titanic,194
Avatar,162
Lara Croft: Tomb Raider,100
Batman &amp; Robin,125
