Movie_Title,Time
Lovely &amp; Amazing,91
Red Scorpion,105
Sweet and Lowdown,95
A Hologram for the King,98
Swiss Army Man,97
Stronger,119
Detroit Rock City,95
The Book of Henry,105
Left Behind,100
The Lunchbox,104
Flash of Genius,119
The Omen,111
Catch a Fire,101
Yellowbeard,96
Trenchcoat,91
Goal!,118
Meet the Deedles,93
Melvin and Howard,95
Brian Banks,99
Inside Job,109
Gotti,112
The Mean Season,103
Dark Angel,91
On the Line,85
Bogus,110
Bride of Frankenstein,75
The Company of Wolves,95
Simply Irresistible,96
Zwartboek,145
Pumpkinhead,86
Willie &amp; Phil,115
Run,91
Johnny English Strikes Again,89
The Conversation,113
The Adventures of Pluto Nash,95
Beyond Borders,127
Spartan,106
The Railway Man,116
Bright Star,119
Italiensk for begyndere,112
All Night Long,87
Anonymous,130
McHale&apos;s Navy,108
Dangerous Beauty,111
Tolkien,112
In the Name of the King: A Dungeon Siege Tale,127
Mumford,112
Graffiti Bridge,90
Snowpiercer,126
Miss March,90
Zimna wojna,89
Stealing Beauty,118
Sunset,102
Made in Heaven,103
Deception,107
River&apos;s Edge,99
The Lookout,99
La science des rêves,105
Avenging Force,104
Igby Goes Down,98
Don&apos;t Let Go,103
Suffragette,106
Your Friends and Neighbors,100
King Kong Lives,105
Hands of Stone,111
Drugstore Cowboy,101
This Is Spinal Tap,82
Duets,112
A Walk on the Moon,107
Violets Are Blue...,88
Atlas Shrugged: Part I,97
The Good Mother,104
In the Cut,119
Welcome to the Dollhouse,88
Extreme Ops,93
Hollywood Ending,112
Diggstown,98
"Paris, je t&apos;aime",120
The Virgin Suicides,97
Invaders from Mars,100
Hamlet 2,92
Band of the Hand,109
Hilary and Jackie,121
Bleed for This,117
Girl 6,108
Leonard Part 6,85
Birthday Girl,93
The Apparition,83
From Justin to Kelly,81
Bubble Boy,84
Heaven&apos;s Prisoners,132
Tempest,142
Io sono l&apos;amore,120
Birth,100
Moon,97
Los abrazos rotos,127
Woman on Top,92
The Treasure of the Sierra Madre,126
The Three Burials of Melquiades Estrada,121
Celebrity,113
Miller&apos;s Crossing,115
Ghost in the Machine,95
Alone in the Dark,99
Luftslottet som sprängdes,147
Inchon,140
The 51st State,93
Bandslam,111
La mala educación,106
The In Crowd,105
Black and White,98
Love Letters,88
Orlando,94
Metalstorm: The Destruction of Jared-Syn,84
The Guard,96
The Human Stain,106
The Sicilian,115
Amores perros,154
Monkeybone,93
The Kid,68
The Gold Rush,95
Troll,82
Little Children,137
Eve of Destruction,99
Stan &amp; Ollie,98
Cesar Chavez,102
Loose Cannons,94
Paradise,100
Bordello of Blood,87
Elvira: Mistress of the Dark,96
Bonjour Anne,92
Swing Kids,112
The Pallbearer,98
Never Die Alone,88
Bitter Harvest,103
Underclassman,95
Batman: Mask of the Phantasm,76
The Warrior&apos;s Way,100
20th Century Women,119
Where the Money Is,89
For Greater Glory: The True Story of Cristiada,145
My Bloody Valentine,90
Megaforce,99
Nadine,83
Get on the Bus,120
Gallipoli,110
Closed Circuit,96
Personal Best,128
The Station Agent,89
A Most Violent Year,125
Beyond Rangoon,100
Lucky You,124
Leatherface: Texas Chainsaw Massacre III,85
Victor Frankenstein,110
Suburbicon,105
Sheena,117
Beginners,105
Luther,123
Screamers,108
Light It Up,99
Captain Fantastic,118
Liu lang di qiu,125
The Opposite of Sex,105
Casa de mi Padre,85
Ed Wood,127
Against the Ropes,110
Cry Freedom,157
Evil Dead II,84
Highlander,116
Death of a Nation,108
Captive State,109
Basic Instinct 2,114
Lars and the Real Girl,106
1969,95
Still of the Night,93
The Loft,108
Run Fatboy Run,100
Racing with the Moon,108
Megiddo: The Omega Code 2,104
The Way of the Gun,119
Partners,93
Gigli,121
Just Getting Started,91
Assassination,88
Kull the Conqueror,95
"Il buono, il brutto, il cattivo",161
The Secret of Roan Inish,103
Every Day,97
The Interview,112
Evil Under the Sun,117
Coco avant Chanel,105
The Hurricane Heist,103
The Border,108
Almost Heroes,90
Folks!,107
Impostor,95
The Last Seduction,110
The Straight Story,112
The Pope of Greenwich Village,121
A Clockwork Orange,136
Mambo Italiano,88
Ghost World,111
Firstborn,103
The House of the Spirits,140
One Night at McCool&apos;s,93
What Planet Are You From?,105
Oh Heavenly Dog,103
Ed,94
Affliction,114
The Jacket,103
Southside with You,84
Beyond the Sea,118
Most Wanted,99
Eyewitness,103
The Rocker,102
Six Degrees of Separation,112
The Temp,96
Brideshead Revisited,134
Run the Race,101
Warriors of Virtue,131
The Young Messiah,111
Switchback,118
The Osterman Weekend,103
The Big Bounce,88
A-X-L,100
Teacher&apos;s Pet,73
Star 80,103
The Road to Wellville,118
Maria Full of Grace,101
Winter&apos;s Bone,100
The Rules of Attraction,110
Yi dai zong shi,130
The Hunted,111
Bride &amp; Prejudice,122
Best of the Best II,101
The Last Station,112
Seeking a Friend for the End of the World,101
U Turn,125
Swing Shift,100
The Snowman,119
Hairspray,92
Mighty Aphrodite,95
Forced Vengeance,90
Smoke Signals,89
Town &amp; Country,104
Mixed Nuts,97
Hotel Artemis,94
Exit to Eden,113
Moonlight Mile,117
The Deep,123
Never Talk to Strangers,86
200 Cigarettes,101
The Spectacular Now,95
Dog Days,113
Running Scared,122
Incendies,131
Grimsby,83
Death Wish 4: The Crackdown,99
The Amateur,112
Shut In,91
Willard,100
Birth of the Dragon,95
Evil Angels,120
Take Me Home Tonight,114
Almost an Angel,95
BASEketball,103
Marnie,130
Blue City,83
Eraserhead,89
Xi yan,106
Cat People,118
The Last Time,96
Parasite,85
An American Carol,83
Bug,102
Crossover,95
Star Kid,101
Black Nativity,93
Kissing Jessica Stein,97
Hiding Out,98
Three Wishes,115
Turistas,93
The Irishman,209
Deliverance,109
Quills,124
The Stunt Man,131
Before the Devil Knows You&apos;re Dead,117
Blackhat,133
10 to Midnight,101
Silence,161
1492: Conquest of Paradise,154
The Green Inferno,100
Transylvania 6-5000,93
American Dreamz,107
Mulholland Dr.,147
All the King&apos;s Men,128
She&apos;s So Lovely,100
"Hello, Dolly!",146
Johnny Handsome,94
Off Limits,102
Rush,120
Big Trouble,85
Barcelona,101
Searching for Bobby Fischer,109
Friends with Kids,107
Lorenzo&apos;s Oil,129
Phantasm II,97
The Forsaken,90
Outside Providence,96
Who&apos;s That Girl,92
Maximum Overdrive,98
Harley Davidson and the Marlboro Man,98
Disconnect,115
Taking Woodstock,120
A Good Year,117
Martian Child,106
The Man Who Wasn&apos;t There,116
The Curse of the Jade Scorpion,103
I Know Who Killed Me,106
Clean Slate,107
Chitty Chitty Bang Bang,144
Barney&apos;s Version,134
Strangers on a Train,101
Two for the Road,111
Beautiful Boy,120
The Order,102
The Imaginarium of Doctor Parnassus,123
Elle s&apos;appelait Sarah,111
Loving,123
Surviving the Game,96
Unsane,98
Being Julia,104
The Collector,90
Trumbo,124
City of Ember,90
The Space Between Us,120
Serial Mom,95
Teen Wolf Too,95
Blankman,92
Miracle at St. Anna,160
Arbitrage,107
Soylent Green,97
Runaway Train,111
Punisher: War Zone,103
Connie and Carla,108
The Painted Veil,125
Hoot,95
The Adventures of Baron Munchausen,126
The Boat That Rocked,135
Streets of Fire,93
The Philadelphia Experiment,102
Code Name: The Cleaner,84
Fresh,114
A Cure for Wellness,146
Bella,91
Dirty Pretty Things,97
Inherent Vice,148
Before Midnight,109
A Simple Wish,89
Dead Bang,102
DeepStar Six,99
Prince of the City,167
Cheetah,83
Nick of Time,90
Wu ji,121
Cadillac Records,109
Whose Life Is It Anyway?,119
Shadow of the Vampire,92
Black Robe,101
Larger Than Life,93
Lucas,100
Johnny English Reborn,101
Tenacious D in The Pick of Destiny,93
Mr. Jones,114
Mandela: Long Walk to Freedom,141
The Man,83
Seong lung wui,104
Smoke,112
Death to Smoochy,109
Turbo: A Power Rangers Movie,99
Something Wild,114
Something Wicked This Way Comes,95
The Importance of Being Earnest,97
Twice in a Lifetime,111
Sex Drive,109
Pushing Tin,124
Play It to the Bone,124
Ghosts of Mars,98
MacGruber,90
Wise Guys,100
The Bounty,132
Pollock,122
Manhunter,120
My Life in Ruins,98
Bingo,89
If You Could See What I Hear,103
Once Upon a Crime...,94
The Lobster,119
Can You Ever Forgive Me?,106
Queen of Katwe,124
Singin&apos; in the Rain,103
The Deep End,101
The Ice Harvest,92
Battle for the Planet of the Apes,93
Apt Pupil,111
Everybody&apos;s Fine,100
Nightbreed,102
"Mystery, Alaska",119
Battle of the Year,110
The Next Karate Kid,107
Brainstorm,106
Bolero,105
Teaching Mrs. Tingle,96
In the Mouth of Madness,95
Saved!,92
Switching Channels,105
White Sands,101
Dead Ringers,116
A Single Man,99
Get Low,103
A Mighty Heart,108
Pennies from Heaven,108
Body Parts,88
A Serious Man,106
"Where&apos;d You Go, Bernadette",109
Bernie,99
Return of the Living Dead: Part II,89
Havana,144
Lolita,153
The Brink&apos;s Job,104
Gladiator,101
Tully,95
Fun Size,86
Village of the Damned,98
Sleepover,89
Once,86
She&apos;s the One,96
Rock Dog,90
Away We Go,98
Thank You for Your Service,109
Le violon rouge,130
Bullet to the Head,92
Fair Game,108
From the Hip,111
Chaplin,143
Death Sentence,105
Matinee,99
Midnight Sun,91
Carbon Copy,92
The Dark Half,122
SpaceCamp,107
Somewhere in Time,103
Dudley Do-Right,77
Everyone Says I Love You,101
Rendition,122
Blue Valentine,112
The Hidden,97
Jade,95
Very Bad Things,100
Maid to Order,93
Explorers,109
Conquest of the Planet of the Apes,88
Straight Time,114
The Onion Field,122
Brazil,132
Murphy&apos;s Law,100
Buddy,84
Bratz,110
The Two Jakes,137
The Unbearable Lightness of Being,171
Penelope,104
Lucky Numbers,105
Next Day Air,84
A Little Princess,97
Cutthroat Island,124
Cry Wolf,90
Gojira ni-sen mireniamu,99
The Lady in the Van,104
Marshall,118
Boiling Point,92
Shakedown,112
Mrs. Winterbourne,105
Män som hatar kvinnor,152
Knock Off,91
Possession,102
Brokedown Palace,100
True Confessions,108
The Best of Enemies,133
The Spanish Prisoner,110
I&apos;ll Do Anything,115
Unfinished Business,91
Kinsey,118
Pathfinder,99
The Brothers McMullen,98
The Man Who Knew Too Much,120
House of the Dead,90
Whiteout,101
The Year of Living Dangerously,115
Someone to Watch Over Me,106
The Newton Boys,122
The Boondock Saints II: All Saints Day,118
White Squall,129
La Môme,140
Pandorum,108
Straw Dogs,110
Look Who&apos;s Talking Now,96
Revenge of the Ninja,90
Deal of the Century,99
Silent Rage,100
Here on Earth,96
Getaway,90
American Ninja,95
Magic in the Moonlight,97
Sabotage,109
Scoop,96
Jonah Hex,81
Three to Tango,98
We&apos;re No Angels,106
Husbands and Wives,108
Mad City,114
Not Easily Broken,99
Drop Dead Gorgeous,97
The Beguiled,93
Falling in Love,106
After Hours,97
The Purple Rose of Cairo,82
The Gunman,115
Wolfen,115
The Package,108
Gettysburg,271
Nocturnal Animals,116
Welcome to Marwen,116
Dracula: Dead and Loving It,88
Missing in Action 2: The Beginning,96
Extract,92
Rollover,116
Victory,116
Dead Man Down,118
The Englishman Who Went Up a Hill But Came Down a Mountain,99
Pride and Prejudice and Zombies,108
Cookie&apos;s Fortune,118
Stop-Loss,112
Doomsday,113
Moment by Moment,105
The Young Victoria,105
In the Land of Women,97
Mrs. Henderson Presents,103
Krush Groove,97
The Man Who Loved Women,110
Mad Dog and Glory,97
Michael Collins,133
Big Trouble in Little China,99
Café Society,96
Hell Fest,89
The Danish Girl,119
Whispers in the Dark,103
Chill Factor,102
Barney&apos;s Great Adventure,76
Jennifer Eight,124
The Birds,119
Double Team,93
The Ref,96
Moon Over Parador,103
Turbulence,100
Thief,123
The Beautician and the Beast,105
The Words,102
Two Mules for Sister Sara,116
Army of Darkness,81
Mulholland Falls,107
The Longshots,94
Shattered,98
Boys Don&apos;t Cry,118
Fair Game,91
The Conspirator,122
Girl with a Pearl Earring,100
Halloween 5: The Revenge of Michael Myers,96
The Adventures of Elmo in Grouchland,73
Rock-A-Doodle,74
Surviving Christmas,91
Strictly Ballroom,94
Dave Chappelle&apos;s Block Party,103
3 Ninjas Kick Back,93
Tales from the Hood,98
Caddyshack II,98
Play Misty for Me,102
Meet Dave,90
Bloodsport,92
Breakin&apos; All the Rules,85
Firewalker,105
Big Night,109
Glee: The 3D Concert Movie,84
Sliding Doors,99
Sydney White,108
Sorcerer,121
The Gift,112
In Dreams,100
Chasing Amy,113
Holy Man,114
The Kitchen,102
The Last Stand,107
Foxcatcher,134
The Great Escape,172
Roommates,108
Saving Grace,93
Let Me In,116
Judgment Night,110
After,105
Pink Cadillac,122
The 33,127
Chasing Liberty,101
Hideaway,106
The Postman Always Rings Twice,122
Undisputed,96
People Like Us,114
Irreconcilable Differences,113
The Marrying Man,115
Mad Max 2,96
The Weather Man,102
French Connection II,119
Freedomland,113
Triple 9,115
Love Jones,109
Everybody&apos;s All-American,127
Battle of the Sexes,121
The Bedroom Window,112
The Darkest Minds,104
The New World,135
Labyrinth,101
Weekend at Bernie&apos;s II,97
Beasts of the Southern Wild,93
Mystic Pizza,104
The Founder,115
Highlander: Endgame,87
Shoot &apos;Em Up,86
Anna Karenina,129
Black Dog,89
Wicker Park,114
The Honeymooners,90
They,89
The Collection,82
Real Genius,108
House of Sand and Fog,126
The Crew,88
They Live,94
How to Eat Fried Worms,80
The First Great Train Robbery,110
To Be or Not to Be,107
I&apos;m Gonna Git You Sucka,88
Angela&apos;s Ashes,145
Senseless,93
Clockers,128
Ghosts of Mississippi,130
Whip It,111
Flyboys,140
American Me,125
Cat&apos;s Eye,94
Whiplash,106
Hillary&apos;s America: The Secret History of the Democratic Party,106
The Evil That Men Do,90
Frailty,100
Rosewood,140
Dr. T &amp; the Women,122
Jason X,92
The Peanut Butter Falcon,97
Lone Star,135
Body of Evidence,99
North by Northwest,136
The Rum Diary,119
Sugar &amp; Spice,81
The Entity,125
Chaos Walking,109
The Pick-up Artist,81
Lord of Illusions,109
The Tree of Life,139
De-Lovely,125
The Comebacks,107
The Haunting of Molly Hartley,85
Labor Day,111
Mr. Saturday Night,119
Friends with Money,88
Bullets Over Broadway,98
One Night with the King,123
Alfie,103
A Kid in King Arthur&apos;s Court,89
Secrets &amp; Lies,136
Crank: High Voltage,96
Poms,90
Burnt,101
Dredd,95
Crooklyn,115
Warrior,140
Vice Versa,98
The Pagemaster,80
The Tailor of Panama,109
Broken Flowers,106
Trespass,101
Blow Out,108
Hit and Run,100
Letters from Iwo Jima,141
A Hard Day&apos;s Night,87
The Thing,109
Repo Men,111
Desperate Measures,100
The Man Who Knew Too Little,94
The Milagro Beanfield War,117
Highlander III: The Sorcerer,99
One Day,107
My Stepmother Is an Alien,105
Left Behind,110
On a Clear Day You Can See Forever,129
The Survivors,103
The Missouri Breaks,126
Creepshow 2,92
In Too Deep,95
What&apos;s Your Number?,106
Missing,122
Virus,99
New York Minute,91
The Good Girl,93
Love &amp; Friendship,90
Cirque du Freak: The Vampire&apos;s Assistant,119
Private School,89
The Beastmaster,118
The Perfect Weapon,90
Diner,110
The Arrival,115
How to Deal,101
Dragonslayer,108
Cool World,102
Poltergeist III,98
Criminal,113
Spring Breakers,94
Ballistic: Ecks vs. Sever,91
Joan of Arc,158
Wish Upon,90
The Wizard,96
The Mosquito Coast,117
Friday the 13th Part VIII: Jason Takes Manhattan,100
Excess Baggage,101
Rapid Fire,95
Memoirs of an Invisible Man,99
Un tè con Mussolini,117
Lockout,95
Capitalism: A Love Story,127
The Buddy Holly Story,114
Ishtar,107
Awake,84
Dark City,100
Snow Falling on Cedars,127
Godsend,102
Woodlawn,123
Hollywoodland,126
Halloween III: Season of the Witch,98
Night of the Comet,95
The Edge of Seventeen,104
American Ultra,96
"Hello, My Name Is Doris",90
Life or Something Like It,103
Soldier,99
Flight of the Intruder,115
Beyond the Lights,116
Children of the Corn,92
My Soul to Take,107
Clue,94
The Nude Bomb,94
The Girl Next Door,109
It Follows,100
Room,118
The Case for Christ,112
Kickboxer,97
The Sixth Man,107
Fire Birds,85
"I Love You, Beth Cooper",102
Prom Night,92
If Beale Street Could Talk,119
Nighthawks,99
The Commitments,118
The Meaning of Life,107
A Star Is Born,154
Kiss of Death,101
Get Carter,102
Solaris,99
The Next Best Thing,108
Lions for Lambs,92
Judy Moody and the Not Bummer Summer,93
Miss Bala,104
The Cave,97
More American Graffiti,110
Seven Psychopaths,110
Killing Them Softly,97
Twilight,94
The Box,115
Madonna: Truth or Dare,120
See No Evil,84
King Solomon&apos;s Mines,100
American Psycho,101
Toy Soldiers,111
The Invasion,99
The Madness of King George,110
Bad Girls,99
Catch and Release,124
Quick Change,89
Bangkok Dangerous,99
The Adventures of Pinocchio,96
Youth in Revolt,90
Hair,121
About Time,123
Bait,119
The Greatest Game Ever Played,120
No Escape,118
Spaced Invaders,100
Half Past Dead,98
Mr. Destiny,110
African Cats,89
Wrong Turn,84
The Infiltrator,127
A Kiss Before Dying,94
Drowning Mona,96
A Guy Thing,101
The French Connection,104
Revenge,124
Larry the Cable Guy: Health Inspector,89
The Bonfire of the Vanities,125
Leviathan,98
High Plains Drifter,105
Paparazzi,84
Pride and Glory,130
The Island,109
3000 Miles to Graceland,125
Wishmaster,90
Superman IV: The Quest for Peace,90
Hunter Killer,121
The Gospel,105
Eddie the Eagle,106
Devil&apos;s Due,89
The Birth of a Nation,120
Far from Heaven,107
Masquerade,91
Gorky Park,128
Thomas and the Magic Railroad,85
Jason Goes to Hell: The Final Friday,87
Next of Kin,108
Devil in a Blue Dress,102
Armed and Dangerous,88
She&apos;s Having a Baby,106
Above the Rim,96
Mortal Engines,128
Kung Pow: Enter the Fist,81
Over the Top,93
Dr. No,110
A Midsummer Night&apos;s Dream,116
Imagine That,107
Fruitvale Station,85
Death Wish II,89
Death Wish 3,92
The Prophecy,98
No Holds Barred,93
D.C. Cab,100
Jobs,128
Mo&apos; Better Blues,129
Begin Again,104
Wolf Creek,99
Jennifer&apos;s Body,102
Raw Deal,106
Fire Down Below,105
The Perfect Man,100
Crossing Delancey,97
Original Sin,116
Forever My Girl,108
"New York, New York",155
Breaking Away,101
Eye of the Beholder,109
Mary Queen of Scots,124
The Hitcher,84
Spacehunter: Adventures in the Forbidden Zone,90
Krull,116
Terminal Velocity,102
54,93
Heart and Souls,104
Beat Street,105
Shocker,109
Buffy the Vampire Slayer,86
Muppets from Space,87
True Crime,127
Deep Cover,107
Bringing Out the Dead,121
The Final Countdown,103
Unaccompanied Minors,90
Tremors,96
Baby&apos;s Day Out,99
Hellraiser: Bloodline,85
Dead Silence,89
Missing Link,93
Go,102
Death Warrant,89
Flatliners,109
The Thing,103
Serving Sara,102
88 Minutes,108
Boiler Room,120
The Counselor,117
Crazy/Beautiful,99
The Country Bears,88
Splice,104
Wimbledon,98
Rock Star,105
The Hurt Locker,131
Son of the Mask,94
The Devil&apos;s Rejects,107
Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,93
Angel Heart,113
The Mission,125
Seventh Son,102
Hudson Hawk,100
Small Time Crooks,94
Fired Up!,90
All the Right Moves,91
A Bronx Tale,121
A Most Wanted Man,122
The Glass Castle,127
Half Baked,82
Max Keeble&apos;s Big Move,86
Brightburn,90
The Phantom,100
Extreme Measures,118
Inkheart,106
To Live and Die in L.A.,116
Eight Legged Freaks,99
A Haunted House 2,86
Just My Luck,108
Masters of the Universe,106
Masterminds,95
The NeverEnding Story II: The Next Chapter,90
Outland,109
Home for the Holidays,103
Silent Hill: Revelation,95
Enough Said,93
"Paul, Apostle of Christ",108
Johnny Be Good,91
Furry Vengeance,92
Operation Finale,122
The Last King of Scotland,123
Invasion U.S.A.,107
Frantic,120
Kit Kittredge: An American Girl,101
The Postman,177
Parker,118
The Big Easy,102
Apollo 18,86
The Contender,126
The Crow: City of Angels,84
CB4,89
Nebraska,115
Used People,115
Red Planet,106
The Glass House,106
Admission,108
Seven Days in Utopia,100
Postal,100
"Jo Jo Dancer, Your Life Is Calling",97
Wes Craven&apos;s New Nightmare,112
Call Me by Your Name,132
Chernobyl Diaries,86
The Fabulous Baker Boys,114
Dead Men Don&apos;t Wear Plaid,88
The Last Castle,131
Prophecy,102
The Sure Thing,100
Ladyhawke,121
A Thousand Words,91
Getting Even with Dad,109
The Invention of Lying,100
Quartet,98
Into the Blue,110
You&apos;re Next,95
Super Troopers,100
Ultraviolet,88
Project X,108
An Ideal Husband,97
Flight of the Navigator,90
The Fan,116
Aquamarine,110
Frost/Nixon,122
The Apartment,125
Alice Doesn&apos;t Live Here Anymore,112
CHIPS,100
Geronimo: An American Legend,115
Suspect,121
The Quick and the Dead,107
Akeelah and the Bee,112
The Marine,92
The Legend of Hercules,99
Above the Law,99
Rambo: Last Blood,89
Shark Night 3D,90
Man on a Ledge,102
Kazaam,93
Cocoon: The Return,116
Haywire,93
Deux frères,109
Georgia Rule,113
Untamed Heart,102
The Replacement Killers,87
Unplanned,109
The Octagon,103
Rollerball,98
Beneath the Planet of the Apes,95
Mortal Thoughts,103
Mommie Dearest,129
My Best Friend&apos;s Girl,101
Best Defense,94
House Party 2,94
Lo imposible,114
Summer of Sam,142
Little Giants,107
Cursed,97
Saving Silverman,90
Vacancy,85
The Producers,134
Joe,107
Wonder Boys,107
Runner Runner,88
House,93
Friday the 13th Part VI: Jason Lives,86
Beautiful Creatures,124
Timeline,116
The Eagle,114
Valiant,76
Hero,119
The Principal,109
Gone Fishin&apos;,94
Dad,117
Young Sherlock Holmes,109
Cruising,102
The Spirit,103
Hard Rain,97
Jane Austen&apos;s Mafia!,87
Vampire in Brooklyn,100
Breathless,100
Assault on Precinct 13,109
Unfaithfully Yours,96
Middle School: The Worst Years of My Life,92
Eyes of Laura Mars,104
Down to You,91
Fire in the Sky,109
The Glimmer Man,91
Country Strong,117
Flipper,95
Vampires,108
Mobsters,104
Our Family Wedding,103
Action Jackson,96
Pulse,90
Premium Rush,91
The Cowboy Way,102
Down with Love,101
Gone Baby Gone,114
Brick Mansions,90
Reno 911!: Miami,80
Code of Silence,101
A Prairie Home Companion,105
Sgt. Pepper&apos;s Lonely Hearts Club Band,113
Sudden Death,111
F.I.S.T,145
The Three Musketeers,110
Little Black Book,107
The In-Laws,98
Land of the Dead,93
The Happytime Murders,91
Mad Money,104
Free State of Jones,139
Jaws: The Revenge,89
The Dead Zone,103
Blair Witch,89
Whale Rider,101
Sleepless,95
The Hills Have Eyes II,89
The Kids Are All Right,106
Paul Blart: Mall Cop,91
Jason&apos;s Lyric,119
Mr. Baseball,108
Proud Mary,89
Intersection,98
The Man with the Golden Gun,125
Super Mario Bros.,104
La guerre du feu,100
The Apple Dumpling Gang Rides Again,88
The X Files: I Want to Believe,104
Shorts,89
Tales from the Crypt: Demon Knight,92
F/X2,108
Stir of Echoes,99
The Disaster Artist,104
Things Are Tough All Over,90
Kuffs,102
Bulletproof,84
"As Above, So Below",93
ATL,105
Cujo,93
Christine,110
The Next Three Days,133
Coneheads,88
Dream House,92
Mechanic: Resurrection,98
The Black Cauldron,80
To Die For,106
Conan the Barbarian,113
The King and I,133
Shaft,111
Raising Cain,92
Torque,84
Skyline,92
Mr. Magoo,87
The Fog,89
The Place Beyond the Pines,140
He Got Game,136
Baggage Claim,96
Bowling for Columbine,120
Consenting Adults,99
The Quest,95
Short Circuit 2,110
Your Highness,102
Snowden,134
The Rookie,120
Como agua para chocolate,105
Buck Rogers in the 25th Century,89
Overlord,110
The Player,124
Biker Boyz,110
Marathon Man,125
Friday the 13th Part 2,87
The Bachelor,101
Mr. 3000,104
The Big Wedding,90
A Soldier&apos;s Story,101
Don Juan DeMarco,97
A Nightmare on Elm Street: The Dream Child,89
Nowhere to Run,94
Hustle &amp; Flow,116
Emma,120
Two Can Play That Game,90
Empire of the Sun,153
Pink Floyd: The Wall,95
Victoria &amp; Abdul,111
Adaptation.,115
The Lion in Winter,134
My Fellow Americans,101
Project Almanac,106
The Borrowers,89
Edtv,122
At First Sight,128
The Bye Bye Man,96
Stuber,93
The Alamo,137
The First Power,98
Red Corner,122
The Juror,118
Xanadu,96
The Gallows,81
Joe Somebody,98
Frankie and Johnny,118
On Her Majesty&apos;s Secret Service,142
A Dog&apos;s Journey,109
Missing in Action,101
Prime,105
Titan A.E.,94
Raising Arizona,94
Beloved,172
Being John Malkovich,113
Two for the Money,122
Guilty as Sin,107
Crimes of the Heart,105
Revolutionary Road,119
Rounders,121
Ella Enchanted,96
Love Happens,109
The Care Bears Movie,77
The Remains of the Day,134
Faster,98
Pompeii,105
Kingdom Come,94
Fighting with My Family,108
The Covenant,97
The Avengers,89
The Usual Suspects,106
Reindeer Games,104
Raging Bull,129
Endless Love,104
Hoodlum,130
Boys on the Side,115
Ernest Goes to Camp,92
Traitor,114
Hotel Rwanda,121
How to Make an American Quilt,117
Oscar,109
Kevin Hart: What Now?,96
The Losers,97
Agent Cody Banks 2: Destination London,100
The Wicker Man,102
Nine,118
The Life Aquatic with Steve Zissou,119
White Boy Rick,111
Don&apos;t Be Afraid of the Dark,99
Angel Eyes,102
Around the World in 80 Days,120
Virtuosity,106
Body Heat,113
Lionheart,108
The Adventures of Huck Finn,108
Lord of War,122
Hearts in Atlantis,101
The People Under the Stairs,102
Dead Presidents,119
Bridget Jones&apos;s Baby,123
Bronco Billy,116
The Spy Next Door,94
Hoffa,140
Quo Vadis,171
Across the Universe,133
Renaissance Man,128
Arlington Road,117
Sparkle,116
FernGully: The Last Rainforest,76
The Sweetest Thing,84
In the Heat of the Night,110
Gorillas in the Mist: The Story of Dian Fossey,129
Our Idiot Brother,90
Thank You for Smoking,92
Quiz Show,133
Never Back Down,113
Season of the Witch,95
The Craft,101
Fright Night,106
Invasion of the Body Snatchers,115
The November Man,108
Some Like It Hot,121
Kingpin,114
Enter the Dragon,102
Thunderbolt and Lightfoot,115
In the Name of the Father,133
Escape Plan,115
Killer Elite,116
The VVitch: A New-England Folktale,92
The Morning After,103
Nurse Betty,110
Escape Room: Tournament of Champions,88
Twisted,97
Piranha 3D,88
Aliens in the Attic,86
Black Widow,102
Katy Perry: Part of Me,93
Alien Nation,91
Escape from New York,99
Top Five,102
Sweet November,119
The Transporter,92
Heartburn,108
The Woman in Red,87
Jersey Girl,102
Tin Men,112
Can&apos;t Hardly Wait,100
The International,118
The Fourth Kind,98
Dark Water,105
Escape from L.A.,101
Desperado,104
Mr. Woodcock,87
Agnes of God,98
Crocodile Dundee in Los Angeles,95
Ex Machina,108
From Dusk Till Dawn,108
The Last Dragon,109
Candyman,99
You Again,105
That Thing You Do!,108
Betrayed,127
Shadowlands,131
Murder at 1600,107
Æon Flux,93
Alex Cross,101
Frida,123
The Lazarus Effect,83
Innerspace,120
Leap Year,100
The Hard Way,111
The Nanny Diaries,106
The Cotton Club,129
Shutter,85
Love the Coopers,107
A Walk Among the Tombstones,114
Great Expectations,111
I.Q.,100
Ben-Hur,123
House Party,100
Street Kings,109
Book of Shadows: Blair Witch 2,90
One for the Money,91
Run All Night,114
Bulworth,108
The Woman in Black 2: Angel of Death,98
Blast from the Past,112
Basic,98
Harriet the Spy,100
An American Werewolf in Paris,105
Machete,105
xXx: State of the Union,101
One Missed Call,87
That&apos;s Entertainment!,135
The Forest,93
The Missing,137
Home Again,97
Rush,123
Paulie,91
The Big Hit,91
Guarding Tess,96
The Story of Us,95
The Musketeer,104
The Women,114
Joe Dirt,91
Fast Times at Ridgemont High,90
All Dogs Go to Heaven,84
Baby Geniuses,97
Airplane II: The Sequel,85
Brooklyn&apos;s Finest,132
A Passage to India,164
Cloud Atlas,172
Nobody,92
High Fidelity,113
The Muppet Christmas Carol,85
No Escape,103
Dallas Buyers Club,117
Someone Like You...,97
Midsommar,148
Brown Sugar,109
Internal Affairs,115
Oculus,104
Sinister 2,97
The Switch,101
The Edge,117
Rings,102
Teachers,107
The Other Sister,129
Logan Lucky,118
The Majestic,152
Crank,88
The Rescuers Down Under,77
